fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	ratio_corte	iteracion_bayesiana	ganancia
20211025 143700	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	245	TRUE	0.0888507447449956	0.383308048355684	3955	709	0.0445039562797559	16	6813750
20211025 143733	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	84	TRUE	0.0919314365955954	0.738912946510625	7416	100	0.0438082545430162	17	6467500
20211025 143904	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	441	TRUE	0.0317840394599736	0.969354339546012	5367	102	0.0400279957084423	18	6981250
20211025 144004	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	251	TRUE	0.0554934794114903	0.734236518382677	4314	846	0.0474124924562462	19	6930000
20211025 144049	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	185	TRUE	0.0557655875277087	0.796825128356385	6071	300	0.0462725474418293	20	6900000
20211025 144121	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	120	TRUE	0.0930892129074828	0.792442152569461	7549	215	0.0500947160195802	21	6580000
20211025 144223	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	280	TRUE	0.0522147747512069	0.795072464303038	5854	153	0.046666499027694	22	6741250
20211025 144308	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	181	TRUE	0.0473255690898746	0.718817888564453	6321	730	0.04078237108563	23	6418750
20211025 144355	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	120	TRUE	0.062278566761408	0.423446070845309	5296	627	0.0492481392074029	24	6606250
20211025 144528	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	460	TRUE	0.0291698684212565	0.990747633903171	6196	506	0.039701099711661	25	6430000
20211025 144614	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	145	TRUE	0.0845429159516469	0.265302602361399	2184	862	0.0453002414001207	26	6995000
20211025 144652	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	108	TRUE	0.0722323446390033	0.951347630601563	2650	667	0.0414445450278281	27	6570000
20211025 144825	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	282	TRUE	0.0476338022232428	0.572736529607885	6004	663	0.0440513310534433	28	6781250
20211025 144930	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	203	TRUE	0.0551776551933028	0.327766494586272	6499	587	0.0493151947964863	29	6546250
20211025 145015	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	121	TRUE	0.0798047164328769	0.393344031555881	5062	686	0.0528859049151747	30	6363750
20211025 145109	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	103	TRUE	0.0386352451506071	0.404612072499818	875	661	0.0439339837725474	31	6698750
20211025 145156	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	227	TRUE	0.0433675417006388	0.112609258927475	2956	217	0.0434226849057869	32	6225000
20211025 145228	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	124	TRUE	0.0945270126954877	0.795522807203593	7293	587	0.0422492120968283	33	6200000
20211025 145358	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	199	TRUE	0.0697419938869402	0.427681592786498	466	679	0.0405141487292966	34	6908750
20211025 145503	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	173	TRUE	0.0556473292419501	0.554259937580652	5574	930	0.0455684637564541	35	6805000
20211025 145623	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	271	TRUE	0.0495886520421691	0.37796487140283	4246	549	0.0404135653456716	36	6923750
20211025 145707	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	100	TRUE	0.0849849735815264	0.319760480330302	1022	336	0.0540426138268625	37	6791250
20211025 145806	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	140	TRUE	0.0465037125027552	0.727070892823022	1014	527	0.049549889358278	38	6911250
20211025 145854	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	219	TRUE	0.0574375245955959	0.803841766718193	7531	301	0.0480914302957152	39	6578750
20211025 150045	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	282	TRUE	0.0289933062436432	0.914142998647527	367	455	0.0332637631596594	40	6390000
20211025 150145	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	192	TRUE	0.0775838731076382	0.402970562975947	6385	731	0.0435065043921411	41	6612500
20211025 150318	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	334	TRUE	0.0345491855871305	0.707065885409084	1984	378	0.0430203513712868	42	7035000
20211025 150416	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	170	TRUE	0.0926832483600639	0.398507780198264	3202	509	0.0467251726681419	43	6782500
20211025 150552	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	279	TRUE	0.0389983416760899	0.639422746171732	1062	636	0.0406734057533695	44	7035000
20211025 150657	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	304	TRUE	0.0361606589905545	0.154521770766121	3700	912	0.0511843693421847	45	6617500
20211025 150735	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	130	TRUE	0.0772020599885657	0.216171464156941	5029	768	0.0373876818882854	46	6575000
20211025 150906	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	263	TRUE	0.0574770347673632	0.355708580444171	1078	683	0.0520980017434453	47	6981250
20211025 151004	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	149	TRUE	0.0827201820322871	0.445122697189893	6778	906	0.0390305438208275	48	6530000
20211025 151100	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	162	TRUE	0.0614497867436148	0.376586052501737	3570	455	0.0467754643599544	49	6825000
20211025 151222	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	214	TRUE	0.051510483745411	0.563124464816041	2977	546	0.0495415074096426	50	7062500
20211025 151402	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	538	TRUE	0.0571897158379108	0.164488068650709	5694	655	0.0378319251659626	51	6358750
20211025 151523	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	229	TRUE	0.0261860305045731	0.513292195390165	7761	656	0.0414696908737343	52	6016250
20211025 151629	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	314	TRUE	0.048912320607733	0.995964059002022	6650	244	0.0450739287869644	53	6728750
20211025 151840	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	411	TRUE	0.0267261028291844	0.544028218840365	4986	184	0.0420731911754845	54	6726250
20211025 152002	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	255	TRUE	0.0609886662657373	0.497974649444339	6412	910	0.0487116944947361	55	6436250
20211025 152055	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	124	TRUE	0.0925959693831392	0.396578101772489	3028	198	0.044545866022933	56	6657500
20211025 152213	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	257	TRUE	0.0481949858487211	0.421873312736605	6723	536	0.0473370549185275	57	6491250
20211025 152311	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	158	TRUE	0.0940431672497466	0.532507430415251	5945	1015	0.0409751559042446	58	6590000
20211025 152424	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	214	TRUE	0.068958120415397	0.482023982235603	1379	119	0.0466581170790585	59	6992500
20211025 152458	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	106	TRUE	0.0976996565995924	0.856334283117973	4080	535	0.0437831086971099	60	6771250
20211025 152541	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	221	TRUE	0.0723469795234688	0.130008793261764	6518	144	0.0334397840810031	61	5913750
20211025 152645	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	287	TRUE	0.0769593343723938	0.202459480938455	4644	217	0.0338672634614095	62	6750000
20211025 152811	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	301	TRUE	0.0299708756191842	0.948382064583665	2101	385	0.0396256621739422	63	6791250
20211025 152917	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	266	TRUE	0.0630811281507835	0.271732241935167	7958	138	0.0485859652652049	64	6855000
20211025 153014	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	166	TRUE	0.0978895116117969	0.469711741302046	6729	896	0.0422408301481929	65	6801250
20211025 153133	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	207	TRUE	0.0255129659014009	0.451976334698149	5826	179	0.0390053979749212	66	5883750
20211025 153233	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	250	TRUE	0.0602211944327503	0.22254505741389	5277	374	0.0369099108160665	67	6746250
20211025 153311	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	107	TRUE	0.0948297502629645	0.784900363077223	2203	145	0.0387036478240461	68	6828750
20211025 153410	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	252	TRUE	0.0418801164876111	0.885492029009969	5218	163	0.0409332461610675	69	6446250
20211025 153454	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	177	TRUE	0.0387016240178421	0.920547404272342	6484	564	0.0543778917722792	70	6191250
20211025 153615	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	388	TRUE	0.0425319602072053	0.863257575254748	5544	388	0.0430874069603701	71	6875000
20211025 153733	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	402	TRUE	0.0303992116355896	0.165217367060971	7060	648	0.0474376383021525	72	6376250
20211025 153847	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	315	TRUE	0.0700494016601518	0.218210928347707	3345	632	0.0317382485080131	73	6567500
20211025 153930	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	176	TRUE	0.0647234458425082	0.799812874208856	5626	144	0.0491810836183196	74	6466250
20211025 154007	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	123	TRUE	0.0382203248930722	0.982837307361607	6530	540	0.0426683095285992	75	5837500
20211025 154058	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	211	TRUE	0.0404640250547417	0.175879165340634	3566	152	0.0471023603567357	76	6476250
20211025 154159	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	60	TRUE	0.0958131605852209	0.33169325672877	780	571	0.0508490913967679	77	6767500
20211025 154320	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	391	TRUE	0.0217320504062995	0.901632195077906	7441	811	0.0525170991752163	78	6518750
20211025 154359	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	135	TRUE	0.0631348979303241	0.792488310616324	4740	122	0.0501785355059344	79	6617500
20211025 154432	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	105	TRUE	0.0864638146546111	0.642167845299724	4207	1005	0.0379744182927647	80	6287500
20211025 154533	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	221	TRUE	0.058037643837817	0.730735204925574	2643	624	0.0368847649701603	81	6700000
20211025 154609	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	143	TRUE	0.0707739179464616	0.77025847955551	7023	154	0.0503377925300074	82	6543750
20211025 154653	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	151	TRUE	0.0589699120449461	0.926589186676079	3597	508	0.0428108026554013	83	6666250
20211025 154733	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	146	TRUE	0.0334567148417048	0.853748968570563	6684	599	0.0393322939717025	84	5785000
20211025 154850	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	271	TRUE	0.0779374062406458	0.341383242442389	2817	557	0.0410673573392342	85	7126250
20211025 164605	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	457	TRUE	0.0959856512300823	0.792610659872895	7404	259	0.0402040166297861	85	7055000
20211025 164705	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	141	TRUE	0.0958131605852209	0.33169325672877	780	571	0.0412014685174009	86	6856250
20211025 164801	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	222	TRUE	0.0217320504062995	0.901632195077906	7441	811	0.0413523435928385	87	5783750
20211025 164915	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	336	TRUE	0.0631348979303241	0.792488310616324	4740	122	0.0367255079460873	88	7123750
20211025 165011	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	222	TRUE	0.0864638146546111	0.642167845299724	4207	1005	0.03928200227989	89	6492500
20211025 165153	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	409	TRUE	0.058037643837817	0.730735204925574	2643	624	0.0439423657211829	90	6947500
20211025 165245	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	239	TRUE	0.0707739179464616	0.77025847955551	7023	154	0.0440680949507141	91	6578750
20211025 165353	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	271	TRUE	0.0589699120449461	0.926589186676079	3597	508	0.04398427546436	92	7041250
20211025 165535	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	500	TRUE	0.0334567148417048	0.853748968570563	6684	599	0.0388880506940253	93	6951250
20211025 165640	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	204	TRUE	0.0779374062406458	0.341383242442389	2817	557	0.0477310065043921	94	7132500
20211025 165820	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	172	TRUE	0.076169906396009	0.517671355470899	412	906	0.042844330449943	95	6611250
20211025 165909	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	245	TRUE	0.082014807680212	0.138259828108992	7400	354	0.038661738080869	96	6785000
20211025 170009	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	263	TRUE	0.0494141431783699	0.187329562072479	4239	284	0.046607825387246	97	6600000
20211025 170147	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	343	TRUE	0.045332897095643	0.858515521227312	2030	782	0.0447721786360893	98	6923750
20211025 170247	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	175	TRUE	0.0854215697244927	0.486229236009857	7475	132	0.0483512707034131	99	6590000
20211025 170342	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	179	TRUE	0.0717484384932928	0.333622198364511	4631	1024	0.0417882049218802	100	6718750
20211025 170444	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	168	TRUE	0.079758728711661	0.518765215917537	5051	593	0.0414110172332864	101	7025000
20211025 175814	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	282	TRUE	0.0388794734793156	0.321540998298954	1553	367	0.0478902635284651	102	7308750
20211025 180114	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	194	TRUE	0.0567442471245304	0.562467300868337	2272	890	0.0471945617917253	103	6762500
20211025 180216	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	168	TRUE	0.0456288787491247	0.291893347817403	1581	603	0.049549889358278	104	7011250
20211025 180329	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	320	TRUE	0.0479052742254548	0.876139235755522	5462	830	0.046968249178569	105	6796250
20211025 180452	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	234	TRUE	0.0562308587797172	0.865958362022298	1627	315	0.0468089921544961	106	6970000
20211025 180712	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	710	TRUE	0.021576027243454	0.67403223798289	6695	733	0.0389886340776504	107	6736250
20211025 180749	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	123	TRUE	0.0875337808310427	0.936169395356765	5433	319	0.0430706430630993	108	6827500
20211025 180841	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	140	TRUE	0.0826313996718079	0.211236353384797	712	536	0.0285698719238249	109	6640000
20211025 181016	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	323	TRUE	0.0801827503519505	0.429004823934217	6505	688	0.043175417421042	110	6911250
20211025 181113	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	220	TRUE	0.0545240405045822	0.191001194075355	3287	866	0.0464150405686314	111	6478750
20211025 181159	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	77	TRUE	0.0973339821725711	0.651666032952629	249	530	0.0561800107288943	112	7172500
20211025 181256	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	140	TRUE	0.0665022739505209	0.96967455263976	1200	287	0.0455768457050895	113	7303750
20211025 181419	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	425	TRUE	0.0629817241140455	0.957099772378663	7211	317	0.0436992892107557	114	6983750
20211025 181515	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	251	TRUE	0.0776025511045195	0.141475633657142	2124	825	0.0403884194997653	115	6427500
20211025 181629	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	224	TRUE	0.0549734539842792	0.400730396701023	3254	690	0.0459540333936834	116	6847500
20211025 181843	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	368	TRUE	0.0378078753618523	0.74887366734657	1176	859	0.039902266478911	117	6950000
20211025 181934	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	157	TRUE	0.0942775870687328	0.18984167803973	1628	380	0.0537660095218936	118	6432500
20211025 182038	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	153	TRUE	0.0861703913859651	0.487265926728072	5324	372	0.0437160531080266	119	6881250
20211025 182203	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	203	TRUE	0.0987701020856947	0.860044062109757	1795	771	0.0361639173875142	120	6507500
20211025 182338	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	220	TRUE	0.0911506524129398	0.601309782629204	2050	231	0.0478399718366526	121	7066250
20211025 182455	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	246	TRUE	0.0628350355440751	0.698436879431084	5794	745	0.0402710722188694	122	6795000
20211025 182611	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	242	TRUE	0.0914087486459129	0.641604072137037	5203	903	0.0396172802253068	123	6742500
20211025 182720	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	222	TRUE	0.0934494162640348	0.74629264252896	6181	416	0.0415786562059948	124	6750000
