semilla	subsamping	oficial	meseta	ganancia
344719	1	0	14000	13200000
344719	1	0	14500	12975000
344719	1	0	15000	12600000
127217	1	1	11110	13662500
127217	1	0	5000	11500000
127217	1	0	5500	11975000
127217	1	0	6000	12150000
127217	1	0	6500	12575000
127217	1	0	7000	13200000
127217	1	0	7500	13475000
127217	1	0	8000	13200000
127217	1	0	8500	13525000
127217	1	0	9000	13750000
127217	1	0	9500	13975000
127217	1	0	10000	14050000
127217	1	0	10500	13875000
127217	1	0	11000	13750000
127217	1	0	11500	13775000
127217	1	0	12000	14050000
127217	1	0	12500	13725000
127217	1	0	13000	13600000
127217	1	0	13500	13475000
127217	1	0	14000	13350000
127217	1	0	14500	12925000
127217	1	0	15000	12550000
464371	1	1	11110	14012500
464371	1	0	5000	11950000
464371	1	0	5500	12225000
464371	1	0	6000	12600000
464371	1	0	6500	12725000
464371	1	0	7000	12750000
464371	1	0	7500	13175000
464371	1	0	8000	13450000
464371	1	0	8500	13725000
464371	1	0	9000	13750000
464371	1	0	9500	13875000
464371	1	0	10000	14100000
464371	1	0	10500	14125000
464371	1	0	11000	1.4e+07
464371	1	0	11500	14075000
464371	1	0	12000	13950000
464371	1	0	12500	13875000
464371	1	0	13000	13800000
464371	1	0	13500	13575000
464371	1	0	14000	13450000
464371	1	0	14500	13125000
464371	1	0	15000	12850000
645137	1	1	11110	14112500
645137	1	0	5000	11750000
645137	1	0	5500	12125000
645137	1	0	6000	12500000
645137	1	0	6500	12775000
645137	1	0	7000	1.3e+07
645137	1	0	7500	13425000
645137	1	0	8000	13300000
645137	1	0	8500	13425000
645137	1	0	9000	13700000
645137	1	0	9500	13725000
645137	1	0	10000	1.4e+07
645137	1	0	10500	14075000
645137	1	0	11000	14100000
645137	1	0	11500	14025000
645137	1	0	12000	13850000
645137	1	0	12500	13775000
645137	1	0	13000	13450000
645137	1	0	13500	13375000
645137	1	0	14000	13250000
645137	1	0	14500	12975000
645137	1	0	15000	12900000
480803	1	1	11110	13262500
480803	1	0	5000	12050000
480803	1	0	5500	12525000
480803	1	0	6000	1.3e+07
480803	1	0	6500	13025000
480803	1	0	7000	13200000
480803	1	0	7500	13225000
480803	1	0	8000	13300000
480803	1	0	8500	13325000
480803	1	0	9000	13650000
480803	1	0	9500	13525000
480803	1	0	10000	13600000
480803	1	0	10500	13325000
480803	1	0	11000	13200000
480803	1	0	11500	13125000
480803	1	0	12000	13050000
480803	1	0	12500	13175000
480803	1	0	13000	13200000
480803	1	0	13500	12875000
480803	1	0	14000	12750000
480803	1	0	14500	12625000
480803	1	0	15000	12350000
723319	1	1	11110	13712500
723319	1	0	5000	11900000
723319	1	0	5500	12275000
723319	1	0	6000	12650000
723319	1	0	6500	13075000
723319	1	0	7000	1.3e+07
723319	1	0	7500	13225000
723319	1	0	8000	13600000
723319	1	0	8500	13575000
723319	1	0	9000	13750000
723319	1	0	9500	13675000
723319	1	0	10000	13950000
723319	1	0	10500	13975000
723319	1	0	11000	13800000
723319	1	0	11500	13775000
723319	1	0	12000	13800000
723319	1	0	12500	13675000
723319	1	0	13000	13550000
723319	1	0	13500	13625000
723319	1	0	14000	13500000
723319	1	0	14500	13175000
723319	1	0	15000	12750000
314641	1	1	11110	13762500
314641	1	0	5000	11800000
314641	1	0	5500	12225000
314641	1	0	6000	12200000
314641	1	0	6500	12625000
314641	1	0	7000	1.3e+07
314641	1	0	7500	13475000
314641	1	0	8000	13650000
314641	1	0	8500	13875000
314641	1	0	9000	13850000
314641	1	0	9500	13675000
314641	1	0	10000	13700000
314641	1	0	10500	13775000
314641	1	0	11000	13800000
314641	1	0	11500	13475000
314641	1	0	12000	13150000
314641	1	0	12500	12875000
314641	1	0	13000	12750000
314641	1	0	13500	12725000
314641	1	0	14000	12550000
314641	1	0	14500	12725000
314641	1	0	15000	12500000
791599	1	1	11110	13562500
791599	1	0	5000	11150000
791599	1	0	5500	11875000
791599	1	0	6000	12100000
791599	1	0	6500	12175000
791599	1	0	7000	12300000
791599	1	0	7500	12675000
791599	1	0	8000	1.3e+07
791599	1	0	8500	13275000
791599	1	0	9000	13400000
791599	1	0	9500	13525000
791599	1	0	10000	13450000
791599	1	0	10500	13375000
791599	1	0	11000	13450000
791599	1	0	11500	13225000
791599	1	0	12000	13350000
791599	1	0	12500	13375000
791599	1	0	13000	1.3e+07
791599	1	0	13500	13175000
791599	1	0	14000	13050000
791599	1	0	14500	13125000
791599	1	0	15000	12750000
937577	1	1	11110	13362500
937577	1	0	5000	11950000
937577	1	0	5500	12425000
937577	1	0	6000	13100000
937577	1	0	6500	12925000
937577	1	0	7000	13200000
937577	1	0	7500	13125000
937577	1	0	8000	13450000
937577	1	0	8500	13725000
937577	1	0	9000	13650000
937577	1	0	9500	13825000
937577	1	0	10000	13800000
937577	1	0	10500	13675000
937577	1	0	11000	13400000
937577	1	0	11500	13275000
937577	1	0	12000	13250000
937577	1	0	12500	13375000
937577	1	0	13000	13050000
937577	1	0	13500	13025000
937577	1	0	14000	13100000
937577	1	0	14500	12975000
937577	1	0	15000	12750000
685649	1	1	11110	13712500
685649	1	0	5000	11300000
685649	1	0	5500	11725000
685649	1	0	6000	11950000
685649	1	0	6500	12325000
685649	1	0	7000	12550000
685649	1	0	7500	13075000
685649	1	0	8000	12950000
685649	1	0	8500	13175000
685649	1	0	9000	13200000
685649	1	0	9500	13175000
685649	1	0	10000	13450000
685649	1	0	10500	13675000
685649	1	0	11000	13750000
685649	1	0	11500	13675000
685649	1	0	12000	13800000
685649	1	0	12500	13775000
685649	1	0	13000	13650000
685649	1	0	13500	13325000
685649	1	0	14000	12900000
685649	1	0	14500	12775000
685649	1	0	15000	12650000
619363	1	1	11110	13512500
619363	1	0	5000	11300000
619363	1	0	5500	11725000
619363	1	0	6000	1.2e+07
619363	1	0	6500	12675000
619363	1	0	7000	13100000
619363	1	0	7500	13375000
619363	1	0	8000	13750000
619363	1	0	8500	13925000
619363	1	0	9000	14100000
619363	1	0	9500	14025000
619363	1	0	10000	13900000
619363	1	0	10500	13775000
619363	1	0	11000	13600000
619363	1	0	11500	13425000
619363	1	0	12000	13200000
619363	1	0	12500	13025000
619363	1	0	13000	12750000
619363	1	0	13500	13025000
619363	1	0	14000	13100000
619363	1	0	14500	13025000
619363	1	0	15000	12700000
390539	1	1	11110	13662500
390539	1	0	5000	11700000
390539	1	0	5500	11925000
390539	1	0	6000	1.2e+07
390539	1	0	6500	12825000
390539	1	0	7000	13050000
390539	1	0	7500	13125000
390539	1	0	8000	13700000
390539	1	0	8500	13875000
390539	1	0	9000	13850000
390539	1	0	9500	13975000
390539	1	0	10000	14150000
390539	1	0	10500	13775000
390539	1	0	11000	13750000
390539	1	0	11500	13525000
390539	1	0	12000	13350000
390539	1	0	12500	13575000
390539	1	0	13000	13650000
390539	1	0	13500	13475000
390539	1	0	14000	13500000
390539	1	0	14500	13475000
390539	1	0	15000	13200000
465887	1	1	11110	14112500
465887	1	0	5000	12450000
465887	1	0	5500	12475000
465887	1	0	6000	12500000
465887	1	0	6500	12925000
465887	1	0	7000	12850000
465887	1	0	7500	13175000
465887	1	0	8000	13400000
465887	1	0	8500	13275000
465887	1	0	9000	13550000
465887	1	0	9500	13725000
465887	1	0	10000	14100000
465887	1	0	10500	14225000
465887	1	0	11000	14150000
465887	1	0	11500	13975000
465887	1	0	12000	13900000
465887	1	0	12500	13725000
465887	1	0	13000	13500000
465887	1	0	13500	13125000
465887	1	0	14000	13100000
465887	1	0	14500	12975000
465887	1	0	15000	12650000
619657	1	1	11110	14412500
619657	1	0	5000	11450000
619657	1	0	5500	12125000
619657	1	0	6000	12550000
619657	1	0	6500	12825000
619657	1	0	7000	1.3e+07
619657	1	0	7500	13125000
619657	1	0	8000	13350000
619657	1	0	8500	13875000
619657	1	0	9000	13950000
619657	1	0	9500	14175000
619657	1	0	10000	14300000
619657	1	0	10500	14375000
619657	1	0	11000	14500000
619657	1	0	11500	14275000
619657	1	0	12000	13950000
619657	1	0	12500	13675000
619657	1	0	13000	13600000
619657	1	0	13500	13375000
619657	1	0	14000	13050000
619657	1	0	14500	12975000
619657	1	0	15000	12900000
195737	1	1	11110	13512500
195737	1	0	5000	11350000
195737	1	0	5500	11725000
195737	1	0	6000	12100000
195737	1	0	6500	12325000
195737	1	0	7000	12500000
195737	1	0	7500	12775000
195737	1	0	8000	13100000
195737	1	0	8500	13375000
195737	1	0	9000	13650000
195737	1	0	9500	13625000
195737	1	0	10000	13650000
195737	1	0	10500	13575000
195737	1	0	11000	13400000
195737	1	0	11500	13775000
195737	1	0	12000	13900000
195737	1	0	12500	13625000
195737	1	0	13000	13550000
195737	1	0	13500	13325000
195737	1	0	14000	13250000
195737	1	0	14500	12925000
195737	1	0	15000	12800000
542831	1	1	11110	13412500
542831	1	0	5000	11700000
542831	1	0	5500	12525000
542831	1	0	6000	12850000
542831	1	0	6500	12975000
542831	1	0	7000	13050000
542831	1	0	7500	13075000
542831	1	0	8000	13250000
542831	1	0	8500	13525000
542831	1	0	9000	13250000
542831	1	0	9500	13375000
542831	1	0	10000	13400000
542831	1	0	10500	13475000
542831	1	0	11000	13450000
542831	1	0	11500	13375000
542831	1	0	12000	13300000
542831	1	0	12500	12975000
542831	1	0	13000	13050000
542831	1	0	13500	12875000
542831	1	0	14000	12600000
542831	1	0	14500	12575000
542831	1	0	15000	12600000
438499	1	1	11110	13712500
438499	1	0	5000	11700000
438499	1	0	5500	12175000
438499	1	0	6000	12400000
438499	1	0	6500	12775000
438499	1	0	7000	12900000
438499	1	0	7500	12975000
438499	1	0	8000	1.3e+07
438499	1	0	8500	13375000
438499	1	0	9000	13600000
438499	1	0	9500	13725000
438499	1	0	10000	13750000
438499	1	0	10500	13825000
438499	1	0	11000	13850000
438499	1	0	11500	13525000
438499	1	0	12000	13550000
438499	1	0	12500	13225000
438499	1	0	13000	13150000
438499	1	0	13500	13325000
438499	1	0	14000	13050000
438499	1	0	14500	12925000
438499	1	0	15000	12700000
657539	1	1	11110	14012500
657539	1	0	5000	11700000
657539	1	0	5500	11975000
657539	1	0	6000	12300000
657539	1	0	6500	12675000
657539	1	0	7000	12850000
657539	1	0	7500	13425000
657539	1	0	8000	13850000
657539	1	0	8500	14075000
657539	1	0	9000	14150000
657539	1	0	9500	14125000
657539	1	0	10000	14100000
657539	1	0	10500	14275000
657539	1	0	11000	14100000
657539	1	0	11500	13825000
657539	1	0	12000	13900000
657539	1	0	12500	13675000
657539	1	0	13000	13500000
657539	1	0	13500	13175000
657539	1	0	14000	1.3e+07
657539	1	0	14500	12675000
657539	1	0	15000	12750000
408469	1	1	11110	14012500
408469	1	0	5000	11550000
408469	1	0	5500	12125000
408469	1	0	6000	12800000
408469	1	0	6500	13225000
408469	1	0	7000	13500000
408469	1	0	7500	13725000
408469	1	0	8000	13800000
408469	1	0	8500	13975000
408469	1	0	9000	14250000
408469	1	0	9500	14225000
408469	1	0	10000	14200000
408469	1	0	10500	13975000
408469	1	0	11000	13900000
408469	1	0	11500	13975000
408469	1	0	12000	13900000
408469	1	0	12500	13825000
408469	1	0	13000	13750000
408469	1	0	13500	13375000
408469	1	0	14000	13100000
408469	1	0	14500	12775000
408469	1	0	15000	12500000
806999	1	1	11110	13512500
806999	1	0	5000	11950000
806999	1	0	5500	12175000
806999	1	0	6000	12450000
806999	1	0	6500	12625000
806999	1	0	7000	13050000
806999	1	0	7500	13325000
806999	1	0	8000	13350000
806999	1	0	8500	13575000
806999	1	0	9000	13650000
806999	1	0	9500	13625000
806999	1	0	10000	13900000
806999	1	0	10500	13725000
806999	1	0	11000	13500000
806999	1	0	11500	13475000
806999	1	0	12000	13450000
806999	1	0	12500	13325000
806999	1	0	13000	1.3e+07
806999	1	0	13500	12975000
806999	1	0	14000	12700000
806999	1	0	14500	12825000
806999	1	0	15000	12550000
491899	1	1	11110	13912500
491899	1	0	5000	11350000
491899	1	0	5500	11725000
491899	1	0	6000	12050000
491899	1	0	6500	12175000
491899	1	0	7000	12900000
491899	1	0	7500	13125000
491899	1	0	8000	13650000
491899	1	0	8500	13825000
491899	1	0	9000	13750000
491899	1	0	9500	13575000
491899	1	0	10000	13550000
491899	1	0	10500	13875000
491899	1	0	11000	13850000
491899	1	0	11500	13925000
491899	1	0	12000	14150000
491899	1	0	12500	13825000
491899	1	0	13000	13600000
491899	1	0	13500	13475000
491899	1	0	14000	13300000
491899	1	0	14500	13275000
491899	1	0	15000	12900000
787181	1	1	11110	13812500
787181	1	0	5000	11700000
787181	1	0	5500	12225000
787181	1	0	6000	12600000
787181	1	0	6500	12775000
787181	1	0	7000	13400000
787181	1	0	7500	13725000
787181	1	0	8000	13850000
787181	1	0	8500	13825000
787181	1	0	9000	13800000
787181	1	0	9500	13875000
787181	1	0	10000	13950000
787181	1	0	10500	13825000
787181	1	0	11000	13900000
787181	1	0	11500	13925000
787181	1	0	12000	13650000
787181	1	0	12500	13575000
787181	1	0	13000	13500000
787181	1	0	13500	13425000
787181	1	0	14000	13250000
787181	1	0	14500	12975000
787181	1	0	15000	13050000
441841	1	1	11110	13462500
441841	1	0	5000	11900000
441841	1	0	5500	12175000
441841	1	0	6000	12300000
441841	1	0	6500	12425000
441841	1	0	7000	12700000
441841	1	0	7500	12925000
441841	1	0	8000	13300000
441841	1	0	8500	13575000
441841	1	0	9000	13850000
441841	1	0	9500	13675000
441841	1	0	10000	13800000
441841	1	0	10500	13475000
441841	1	0	11000	13500000
441841	1	0	11500	13375000
441841	1	0	12000	13350000
441841	1	0	12500	13425000
441841	1	0	13000	13150000
441841	1	0	13500	13175000
441841	1	0	14000	1.3e+07
441841	1	0	14500	12675000
441841	1	0	15000	12400000
833927	1	1	11110	13962500
833927	1	0	5000	12050000
833927	1	0	5500	12525000
833927	1	0	6000	12700000
833927	1	0	6500	13125000
833927	1	0	7000	13350000
833927	1	0	7500	13575000
833927	1	0	8000	13850000
833927	1	0	8500	14175000
833927	1	0	9000	1.4e+07
833927	1	0	9500	13975000
833927	1	0	10000	13900000
833927	1	0	10500	13875000
833927	1	0	11000	13950000
833927	1	0	11500	13675000
833927	1	0	12000	13550000
833927	1	0	12500	13625000
833927	1	0	13000	13450000
833927	1	0	13500	13425000
833927	1	0	14000	13200000
833927	1	0	14500	12925000
833927	1	0	15000	12650000
745027	1	1	11110	14212500
745027	1	0	5000	11900000
745027	1	0	5500	11875000
745027	1	0	6000	12450000
745027	1	0	6500	12775000
745027	1	0	7000	12750000
745027	1	0	7500	12775000
745027	1	0	8000	13700000
745027	1	0	8500	13925000
745027	1	0	9000	13800000
745027	1	0	9500	13825000
745027	1	0	10000	13900000
745027	1	0	10500	13825000
745027	1	0	11000	14250000
745027	1	0	11500	14125000
745027	1	0	12000	13950000
745027	1	0	12500	13675000
745027	1	0	13000	13500000
745027	1	0	13500	13475000
745027	1	0	14000	13100000
745027	1	0	14500	12775000
745027	1	0	15000	12650000
369007	1	1	11110	13212500
369007	1	0	5000	12150000
369007	1	0	5500	12575000
369007	1	0	6000	12800000
369007	1	0	6500	12975000
369007	1	0	7000	13200000
369007	1	0	7500	13075000
369007	1	0	8000	13300000
369007	1	0	8500	13325000
369007	1	0	9000	13500000
369007	1	0	9500	13625000
369007	1	0	10000	13500000
369007	1	0	10500	13375000
369007	1	0	11000	13350000
369007	1	0	11500	13025000
369007	1	0	12000	13100000
369007	1	0	12500	13125000
369007	1	0	13000	12950000
369007	1	0	13500	13275000
369007	1	0	14000	1.3e+07
369007	1	0	14500	12925000
369007	1	0	15000	12850000
327179	1	1	11110	13712500
327179	1	0	5000	11650000
327179	1	0	5500	12325000
327179	1	0	6000	12550000
327179	1	0	6500	12525000
327179	1	0	7000	12950000
327179	1	0	7500	12925000
327179	1	0	8000	12800000
327179	1	0	8500	12975000
327179	1	0	9000	13650000
327179	1	0	9500	13625000
327179	1	0	10000	13650000
327179	1	0	10500	13825000
327179	1	0	11000	13750000
327179	1	0	11500	13875000
327179	1	0	12000	13600000
327179	1	0	12500	13575000
327179	1	0	13000	13450000
327179	1	0	13500	13275000
327179	1	0	14000	13250000
327179	1	0	14500	13175000
327179	1	0	15000	12950000
351217	1	1	11110	14012500
351217	1	0	5000	11850000
351217	1	0	5500	12025000
351217	1	0	6000	12350000
351217	1	0	6500	12575000
351217	1	0	7000	12850000
351217	1	0	7500	12875000
351217	1	0	8000	13250000
351217	1	0	8500	13325000
351217	1	0	9000	13450000
351217	1	0	9500	13575000
351217	1	0	10000	13750000
351217	1	0	10500	13875000
351217	1	0	11000	13950000
351217	1	0	11500	14025000
351217	1	0	12000	13950000
351217	1	0	12500	13725000
351217	1	0	13000	13600000
351217	1	0	13500	13525000
351217	1	0	14000	13550000
351217	1	0	14500	13175000
351217	1	0	15000	12900000
819407	1	1	11110	13912500
819407	1	0	5000	11650000
819407	1	0	5500	12325000
819407	1	0	6000	12700000
819407	1	0	6500	12775000
819407	1	0	7000	13100000
819407	1	0	7500	13275000
819407	1	0	8000	13450000
819407	1	0	8500	13675000
819407	1	0	9000	13700000
819407	1	0	9500	13525000
819407	1	0	10000	13400000
819407	1	0	10500	14025000
819407	1	0	11000	13900000
819407	1	0	11500	13775000
819407	1	0	12000	13600000
819407	1	0	12500	13525000
819407	1	0	13000	13350000
819407	1	0	13500	13125000
819407	1	0	14000	13050000
819407	1	0	14500	12875000
819407	1	0	15000	12650000
491083	1	1	11110	14062500
491083	1	0	5000	11800000
491083	1	0	5500	12125000
491083	1	0	6000	12250000
491083	1	0	6500	12875000
491083	1	0	7000	13150000
491083	1	0	7500	13225000
491083	1	0	8000	13450000
491083	1	0	8500	13525000
491083	1	0	9000	13550000
491083	1	0	9500	13575000
491083	1	0	10000	13950000
491083	1	0	10500	14225000
491083	1	0	11000	14200000
491083	1	0	11500	14225000
491083	1	0	12000	13900000
491083	1	0	12500	14175000
491083	1	0	13000	1.4e+07
491083	1	0	13500	13775000
491083	1	0	14000	13550000
491083	1	0	14500	13275000
491083	1	0	15000	12950000
837307	1	1	11110	14162500
837307	1	0	5000	11600000
837307	1	0	5500	12025000
837307	1	0	6000	12450000
837307	1	0	6500	12875000
837307	1	0	7000	1.3e+07
837307	1	0	7500	13375000
837307	1	0	8000	13500000
837307	1	0	8500	13725000
837307	1	0	9000	13950000
837307	1	0	9500	14125000
837307	1	0	10000	13900000
837307	1	0	10500	14175000
837307	1	0	11000	14050000
837307	1	0	11500	14125000
837307	1	0	12000	14050000
837307	1	0	12500	13725000
837307	1	0	13000	13350000
837307	1	0	13500	13275000
837307	1	0	14000	13050000
837307	1	0	14500	12725000
837307	1	0	15000	12400000
206477	1	1	11110	13612500
206477	1	0	5000	11800000
206477	1	0	5500	12575000
206477	1	0	6000	12900000
206477	1	0	6500	13125000
206477	1	0	7000	13050000
206477	1	0	7500	13125000
206477	1	0	8000	13400000
206477	1	0	8500	13425000
206477	1	0	9000	13450000
206477	1	0	9500	13525000
206477	1	0	10000	13650000
206477	1	0	10500	13625000
206477	1	0	11000	13700000
206477	1	0	11500	13625000
206477	1	0	12000	13400000
206477	1	0	12500	13125000
206477	1	0	13000	1.3e+07
206477	1	0	13500	12675000
206477	1	0	14000	12550000
206477	1	0	14500	12425000
206477	1	0	15000	12250000
439861	1	1	11110	13512500
439861	1	0	5000	12350000
439861	1	0	5500	12575000
439861	1	0	6000	12850000
439861	1	0	6500	13325000
439861	1	0	7000	13350000
439861	1	0	7500	13325000
439861	1	0	8000	13750000
439861	1	0	8500	14075000
439861	1	0	9000	14100000
439861	1	0	9500	14075000
439861	1	0	10000	13800000
439861	1	0	10500	13575000
439861	1	0	11000	13600000
439861	1	0	11500	13375000
439861	1	0	12000	13350000
439861	1	0	12500	13025000
439861	1	0	13000	12900000
439861	1	0	13500	12825000
439861	1	0	14000	12900000
439861	1	0	14500	12875000
439861	1	0	15000	12700000
182899	1	1	11110	13962500
182899	1	0	5000	1.2e+07
182899	1	0	5500	12175000
182899	1	0	6000	12300000
182899	1	0	6500	12775000
182899	1	0	7000	12900000
182899	1	0	7500	13275000
182899	1	0	8000	14050000
182899	1	0	8500	13875000
182899	1	0	9000	14200000
182899	1	0	9500	14225000
182899	1	0	10000	14200000
182899	1	0	10500	14175000
182899	1	0	11000	1.4e+07
182899	1	0	11500	13675000
182899	1	0	12000	13750000
182899	1	0	12500	13675000
182899	1	0	13000	13650000
182899	1	0	13500	13175000
182899	1	0	14000	12900000
182899	1	0	14500	13025000
182899	1	0	15000	12800000
833873	1	1	11110	13712500
833873	1	0	5000	12050000
833873	1	0	5500	12275000
833873	1	0	6000	12700000
833873	1	0	6500	13025000
833873	1	0	7000	13250000
833873	1	0	7500	13325000
833873	1	0	8000	13350000
833873	1	0	8500	13375000
833873	1	0	9000	13850000
833873	1	0	9500	13775000
833873	1	0	10000	13650000
833873	1	0	10500	13775000
833873	1	0	11000	13750000
833873	1	0	11500	13725000
833873	1	0	12000	13600000
833873	1	0	12500	13475000
833873	1	0	13000	13650000
833873	1	0	13500	13425000
833873	1	0	14000	13350000
833873	1	0	14500	13325000
833873	1	0	15000	13150000
824933	1	1	11110	14012500
824933	1	0	5000	12100000
824933	1	0	5500	12475000
824933	1	0	6000	12750000
824933	1	0	6500	13075000
824933	1	0	7000	13100000
824933	1	0	7500	13725000
824933	1	0	8000	14100000
824933	1	0	8500	14025000
824933	1	0	9000	1.4e+07
824933	1	0	9500	14125000
824933	1	0	10000	14250000
824933	1	0	10500	14325000
824933	1	0	11000	1.4e+07
824933	1	0	11500	14175000
824933	1	0	12000	13950000
824933	1	0	12500	13825000
824933	1	0	13000	13650000
824933	1	0	13500	13625000
824933	1	0	14000	13200000
824933	1	0	14500	13175000
824933	1	0	15000	12950000
641747	1	1	11110	13912500
641747	1	0	5000	11800000
641747	1	0	5500	12175000
641747	1	0	6000	12600000
641747	1	0	6500	12825000
641747	1	0	7000	13050000
641747	1	0	7500	13375000
641747	1	0	8000	13800000
641747	1	0	8500	13925000
641747	1	0	9000	14150000
641747	1	0	9500	13875000
641747	1	0	10000	13850000
641747	1	0	10500	13875000
641747	1	0	11000	14050000
641747	1	0	11500	13775000
641747	1	0	12000	13650000
641747	1	0	12500	13675000
641747	1	0	13000	13250000
641747	1	0	13500	13325000
641747	1	0	14000	13400000
641747	1	0	14500	13275000
641747	1	0	15000	12900000
857083	1	1	11110	13562500
857083	1	0	5000	12300000
857083	1	0	5500	12475000
857083	1	0	6000	12750000
857083	1	0	6500	13225000
857083	1	0	7000	13550000
857083	1	0	7500	13525000
857083	1	0	8000	13750000
857083	1	0	8500	14075000
857083	1	0	9000	13650000
857083	1	0	9500	13775000
857083	1	0	10000	13750000
857083	1	0	10500	13625000
857083	1	0	11000	13600000
857083	1	0	11500	13425000
857083	1	0	12000	13400000
857083	1	0	12500	13175000
857083	1	0	13000	13250000
857083	1	0	13500	12975000
857083	1	0	14000	1.3e+07
857083	1	0	14500	12975000
857083	1	0	15000	12600000
973657	1	1	11110	13712500
973657	1	0	5000	11400000
973657	1	0	5500	12175000
973657	1	0	6000	12600000
973657	1	0	6500	12775000
973657	1	0	7000	13050000
973657	1	0	7500	13275000
973657	1	0	8000	13600000
973657	1	0	8500	13825000
973657	1	0	9000	13750000
973657	1	0	9500	13975000
973657	1	0	10000	14050000
973657	1	0	10500	14025000
973657	1	0	11000	13750000
973657	1	0	11500	13825000
973657	1	0	12000	13700000
973657	1	0	12500	13625000
973657	1	0	13000	13500000
973657	1	0	13500	13375000
973657	1	0	14000	13300000
973657	1	0	14500	13125000
973657	1	0	15000	12850000
