semilla	subsamping	oficial	meseta	ganancia_Public	ganancia_Private
378821	1	0	19000	20595833.3333333	19673214.2857143
378821	1	0	19500	20129166.6666667	19337500
378821	1	0	20000	19800000	19228571.4285714
964333	1	1	6412	18833333.3333333	18192857.1428571
964333	1	0	5000	16245833.3333333	15751785.7142857
964333	1	0	5500	17554166.6666667	16583928.5714286
964333	1	0	6000	18437500	17598214.2857143
964333	1	0	6500	18733333.3333333	18435714.2857143
964333	1	0	7000	19229166.6666667	18973214.2857143
964333	1	0	7500	20141666.6666667	19189285.7142857
964333	1	0	8000	21116666.6666667	19235714.2857143
964333	1	0	8500	21658333.3333333	19610714.2857143
964333	1	0	9000	22275000	20025000
964333	1	0	9500	21908333.3333333	20575000
964333	1	0	10000	22091666.6666667	20675000
964333	1	0	10500	21883333.3333333	20800000
964333	1	0	11000	22754166.6666667	21391071.4285714
964333	1	0	11500	23333333.3333333	21392857.1428571
964333	1	0	12000	23270833.3333333	21455357.1428571
964333	1	0	12500	23183333.3333333	21742857.1428571
964333	1	0	13000	22725000	21260714.2857143
964333	1	0	13500	22391666.6666667	21225000
964333	1	0	14000	22262500	21101785.7142857
964333	1	0	14500	22504166.6666667	21033928.5714286
964333	1	0	15000	22275000	20667857.1428571
964333	1	0	15500	21970833.3333333	20833928.5714286
964333	1	0	16000	21579166.6666667	20751785.7142857
964333	1	0	16500	21362500	20380357.1428571
964333	1	0	17000	21445833.3333333	20237500
964333	1	0	17500	21108333.3333333	20417857.1428571
964333	1	0	18000	20637500	20155357.1428571
964333	1	0	18500	20012500	19958928.5714286
964333	1	0	19000	19637500	19583928.5714286
964333	1	0	19500	19320833.3333333	19183928.5714286
964333	1	0	20000	19020833.3333333	18776785.7142857
187049	1	1	6412	19141666.6666667	17417857.1428571
187049	1	0	5000	16466666.6666667	15585714.2857143
187049	1	0	5500	16625000	16196428.5714286
187049	1	0	6000	17479166.6666667	16723214.2857143
187049	1	0	6500	19037500	17376785.7142857
187049	1	0	7000	19870833.3333333	17769642.8571429
187049	1	0	7500	20108333.3333333	18203571.4285714
187049	1	0	8000	20737500	18683928.5714286
187049	1	0	8500	20945833.3333333	19201785.7142857
187049	1	0	9000	21479166.6666667	19366071.4285714
187049	1	0	9500	21833333.3333333	19750000
187049	1	0	10000	21854166.6666667	20205357.1428571
187049	1	0	10500	22679166.6666667	20173214.2857143
187049	1	0	11000	22533333.3333333	20557142.8571429
187049	1	0	11500	22633333.3333333	20692857.1428571
187049	1	0	12000	22404166.6666667	20969642.8571429
187049	1	0	12500	22933333.3333333	21278571.4285714
187049	1	0	13000	23295833.3333333	21230357.1428571
187049	1	0	13500	23233333.3333333	21435714.2857143
187049	1	0	14000	23262500	21030357.1428571
187049	1	0	14500	22995833.3333333	21037500
187049	1	0	15000	22712500	21266071.4285714
187049	1	0	15500	22558333.3333333	21010714.2857143
187049	1	0	16000	22583333.3333333	20678571.4285714
187049	1	0	16500	22079166.6666667	20501785.7142857
187049	1	0	17000	21479166.6666667	20223214.2857143
187049	1	0	17500	21041666.6666667	20089285.7142857
187049	1	0	18000	20445833.3333333	19737500
187049	1	0	18500	20150000	19400000
187049	1	0	19000	20037500	19269642.8571429
187049	1	0	19500	19420833.3333333	18855357.1428571
187049	1	0	20000	19162500	18573214.2857143
205151	1	1	6412	17716666.6666667	17957142.8571429
205151	1	0	5000	15662500	15858928.5714286
205151	1	0	5500	16495833.3333333	16466071.4285714
205151	1	0	6000	16879166.6666667	17123214.2857143
205151	1	0	6500	18279166.6666667	17987500
205151	1	0	7000	19508333.3333333	18567857.1428571
205151	1	0	7500	20362500	18808928.5714286
205151	1	0	8000	20595833.3333333	19244642.8571429
205151	1	0	8500	20300000	19692857.1428571
205151	1	0	9000	21187500	20205357.1428571
205151	1	0	9500	21408333.3333333	20432142.8571429
205151	1	0	10000	21962500	20444642.8571429
205151	1	0	10500	22554166.6666667	21226785.7142857
205151	1	0	11000	22400000	21185714.2857143
205151	1	0	11500	23266666.6666667	21207142.8571429
205151	1	0	12000	23154166.6666667	21291071.4285714
205151	1	0	12500	23054166.6666667	21512500
205151	1	0	13000	22866666.6666667	21414285.7142857
205151	1	0	13500	22391666.6666667	21153571.4285714
205151	1	0	14000	22508333.3333333	20782142.8571429
205151	1	0	14500	22562500	20723214.2857143
205151	1	0	15000	22091666.6666667	20889285.7142857
205151	1	0	15500	21783333.3333333	20985714.2857143
205151	1	0	16000	21737500	21041071.4285714
205151	1	0	16500	21150000	21114285.7142857
205151	1	0	17000	21037500	20698214.2857143
205151	1	0	17500	21191666.6666667	20453571.4285714
205151	1	0	18000	21004166.6666667	20141071.4285714
205151	1	0	18500	21025000	19739285.7142857
205151	1	0	19000	20570833.3333333	19326785.7142857
205151	1	0	19500	20466666.6666667	18907142.8571429
205151	1	0	20000	20029166.6666667	18558928.5714286
813697	1	1	6412	18237500	17733928.5714286
813697	1	0	5000	16095833.3333333	15744642.8571429
813697	1	0	5500	17308333.3333333	16332142.8571429
813697	1	0	6000	18050000	17407142.8571429
813697	1	0	6500	18475000	17832142.8571429
813697	1	0	7000	19316666.6666667	18507142.8571429
813697	1	0	7500	20158333.3333333	18825000
813697	1	0	8000	20366666.6666667	18842857.1428571
813697	1	0	8500	20437500	19633928.5714286
813697	1	0	9000	21266666.6666667	19957142.8571429
813697	1	0	9500	21908333.3333333	19932142.8571429
813697	1	0	10000	22133333.3333333	19800000
813697	1	0	10500	22554166.6666667	20155357.1428571
813697	1	0	11000	22712500	20266071.4285714
813697	1	0	11500	23416666.6666667	20285714.2857143
813697	1	0	12000	23537500	20555357.1428571
813697	1	0	12500	23583333.3333333	20428571.4285714
813697	1	0	13000	23325000	20503571.4285714
813697	1	0	13500	23237500	20648214.2857143
813697	1	0	14000	22925000	20675000
813697	1	0	14500	22845833.3333333	20601785.7142857
813697	1	0	15000	22879166.6666667	20623214.2857143
813697	1	0	15500	22395833.3333333	20794642.8571429
813697	1	0	16000	21879166.6666667	20408928.5714286
813697	1	0	16500	21616666.6666667	20485714.2857143
813697	1	0	17000	21291666.6666667	20375000
813697	1	0	17500	20991666.6666667	20039285.7142857
813697	1	0	18000	20354166.6666667	19848214.2857143
813697	1	0	18500	20108333.3333333	19632142.8571429
813697	1	0	19000	19658333.3333333	19146428.5714286
813697	1	0	19500	19470833.3333333	19333928.5714286
813697	1	0	20000	19462500	19016071.4285714
344719	1	1	6412	18987500	18055357.1428571
344719	1	0	5000	16570833.3333333	15612500
344719	1	0	5500	17162500	16537500
344719	1	0	6000	18179166.6666667	17351785.7142857
344719	1	0	6500	18883333.3333333	18157142.8571429
344719	1	0	7000	19079166.6666667	18537500
344719	1	0	7500	19466666.6666667	19050000
344719	1	0	8000	19645833.3333333	19294642.8571429
344719	1	0	8500	20691666.6666667	19382142.8571429
344719	1	0	9000	21070833.3333333	19683928.5714286
344719	1	0	9500	21633333.3333333	19907142.8571429
344719	1	0	10000	22825000	19932142.8571429
344719	1	0	10500	22737500	20862500
344719	1	0	11000	2.3e+07	20928571.4285714
344719	1	0	11500	23158333.3333333	20825000
344719	1	0	12000	23216666.6666667	21192857.1428571
344719	1	0	12500	23566666.6666667	21150000
344719	1	0	13000	23250000	21178571.4285714
344719	1	0	13500	22700000	21307142.8571429
344719	1	0	14000	22725000	21260714.2857143
344719	1	0	14500	22191666.6666667	21096428.5714286
344719	1	0	15000	22283333.3333333	20807142.8571429
344719	1	0	15500	22083333.3333333	20571428.5714286
344719	1	0	16000	22300000	20371428.5714286
344719	1	0	16500	21883333.3333333	19942857.1428571
344719	1	0	17000	22608333.3333333	19810714.2857143
344719	1	0	17500	22179166.6666667	20030357.1428571
344719	1	0	18000	21891666.6666667	20260714.2857143
344719	1	0	18500	21920833.3333333	19855357.1428571
344719	1	0	19000	21558333.3333333	19689285.7142857
344719	1	0	19500	21108333.3333333	19346428.5714286
344719	1	0	20000	20520833.3333333	18991071.4285714
127217	1	1	6412	18433333.3333333	17792857.1428571
127217	1	0	5000	16241666.6666667	14753571.4285714
127217	1	0	5500	17445833.3333333	16058928.5714286
127217	1	0	6000	18025000	17346428.5714286
127217	1	0	6500	18500000	17964285.7142857
127217	1	0	7000	19866666.6666667	18414285.7142857
127217	1	0	7500	20366666.6666667	18735714.2857143
127217	1	0	8000	20587500	18391071.4285714
127217	1	0	8500	21116666.6666667	18771428.5714286
127217	1	0	9000	21970833.3333333	19155357.1428571
127217	1	0	9500	22045833.3333333	19444642.8571429
127217	1	0	10000	22387500	20191071.4285714
127217	1	0	10500	22937500	20562500
127217	1	0	11000	23537500	20769642.8571429
127217	1	0	11500	23775000	20989285.7142857
127217	1	0	12000	23433333.3333333	21171428.5714286
127217	1	0	12500	23158333.3333333	21396428.5714286
127217	1	0	13000	23370833.3333333	21483928.5714286
127217	1	0	13500	23083333.3333333	21428571.4285714
127217	1	0	14000	22800000	21442857.1428571
127217	1	0	14500	22508333.3333333	21317857.1428571
127217	1	0	15000	22054166.6666667	21119642.8571429
127217	1	0	15500	21808333.3333333	20903571.4285714
127217	1	0	16000	21345833.3333333	20708928.5714286
127217	1	0	16500	21487500	20898214.2857143
127217	1	0	17000	21362500	20487500
127217	1	0	17500	21129166.6666667	20337500
127217	1	0	18000	20483333.3333333	20150000
127217	1	0	18500	20566666.6666667	19650000
127217	1	0	19000	20054166.6666667	19476785.7142857
127217	1	0	19500	19708333.3333333	19089285.7142857
127217	1	0	20000	19241666.6666667	18610714.2857143
464371	1	1	6412	18020833.3333333	17183928.5714286
464371	1	0	5000	16070833.3333333	15112500
464371	1	0	5500	16487500	15826785.7142857
464371	1	0	6000	17033333.3333333	16271428.5714286
464371	1	0	6500	18079166.6666667	17430357.1428571
464371	1	0	7000	18312500	18223214.2857143
464371	1	0	7500	19245833.3333333	18858928.5714286
464371	1	0	8000	19233333.3333333	18828571.4285714
464371	1	0	8500	20387500	19155357.1428571
464371	1	0	9000	21050000	19407142.8571429
464371	1	0	9500	21937500	19705357.1428571
464371	1	0	10000	22545833.3333333	19766071.4285714
464371	1	0	10500	23062500	20366071.4285714
464371	1	0	11000	23783333.3333333	20735714.2857143
464371	1	0	11500	23829166.6666667	20894642.8571429
464371	1	0	12000	23375000	21125000
464371	1	0	12500	23083333.3333333	21214285.7142857
464371	1	0	13000	22995833.3333333	21001785.7142857
464371	1	0	13500	22916666.6666667	21285714.2857143
464371	1	0	14000	22458333.3333333	21446428.5714286
464371	1	0	14500	22970833.3333333	21333928.5714286
464371	1	0	15000	22495833.3333333	21216071.4285714
464371	1	0	15500	22020833.3333333	21169642.8571429
464371	1	0	16000	21366666.6666667	20771428.5714286
464371	1	0	16500	21600000	20564285.7142857
464371	1	0	17000	21512500	20423214.2857143
464371	1	0	17500	21133333.3333333	20050000
464371	1	0	18000	20641666.6666667	19725000
464371	1	0	18500	20387500	19655357.1428571
464371	1	0	19000	19820833.3333333	19505357.1428571
464371	1	0	19500	19400000	19078571.4285714
464371	1	0	20000	19237500	18683928.5714286
645137	1	1	6412	17683333.3333333	18614285.7142857
645137	1	0	5000	15450000	15450000
645137	1	0	5500	16604166.6666667	16776785.7142857
645137	1	0	6000	17170833.3333333	17998214.2857143
645137	1	0	6500	18083333.3333333	18714285.7142857
645137	1	0	7000	18354166.6666667	19491071.4285714
645137	1	0	7500	19545833.3333333	19516071.4285714
645137	1	0	8000	20637500	19441071.4285714
645137	1	0	8500	21795833.3333333	19766071.4285714
645137	1	0	9000	23008333.3333333	19925000
645137	1	0	9500	23016666.6666667	19957142.8571429
645137	1	0	10000	23041666.6666667	20196428.5714286
645137	1	0	10500	22800000	20264285.7142857
645137	1	0	11000	23016666.6666667	20707142.8571429
645137	1	0	11500	23420833.3333333	21212500
645137	1	0	12000	23591666.6666667	21246428.5714286
645137	1	0	12500	23279166.6666667	21273214.2857143
645137	1	0	13000	23054166.6666667	21405357.1428571
645137	1	0	13500	23441666.6666667	21132142.8571429
645137	1	0	14000	23108333.3333333	21167857.1428571
645137	1	0	14500	22995833.3333333	20894642.8571429
645137	1	0	15000	23041666.6666667	20625000
645137	1	0	15500	22733333.3333333	20150000
645137	1	0	16000	22608333.3333333	20025000
645137	1	0	16500	22483333.3333333	19971428.5714286
645137	1	0	17000	22116666.6666667	19592857.1428571
645137	1	0	17500	21845833.3333333	19458928.5714286
645137	1	0	18000	21350000	19421428.5714286
645137	1	0	18500	20950000	19128571.4285714
645137	1	0	19000	20812500	18723214.2857143
645137	1	0	19500	20341666.6666667	18746428.5714286
645137	1	0	20000	19841666.6666667	18425000
480803	1	1	6412	18329166.6666667	16908928.5714286
480803	1	0	5000	15441666.6666667	14525000
480803	1	0	5500	16641666.6666667	15475000
480803	1	0	6000	17470833.3333333	16583928.5714286
480803	1	0	6500	18379166.6666667	17087500
480803	1	0	7000	18783333.3333333	17521428.5714286
480803	1	0	7500	19650000	17757142.8571429
480803	1	0	8000	20058333.3333333	19046428.5714286
480803	1	0	8500	20383333.3333333	19371428.5714286
480803	1	0	9000	20895833.3333333	19473214.2857143
480803	1	0	9500	21825000	19753571.4285714
480803	1	0	10000	22329166.6666667	20144642.8571429
480803	1	0	10500	22537500	20591071.4285714
480803	1	0	11000	22533333.3333333	20342857.1428571
480803	1	0	11500	22579166.6666667	20358928.5714286
480803	1	0	12000	22433333.3333333	20600000
480803	1	0	12500	22345833.3333333	20744642.8571429
480803	1	0	13000	22229166.6666667	21116071.4285714
480803	1	0	13500	22237500	21076785.7142857
480803	1	0	14000	21825000	21003571.4285714
480803	1	0	14500	21758333.3333333	20925000
480803	1	0	15000	21508333.3333333	21139285.7142857
480803	1	0	15500	21225000	21010714.2857143
480803	1	0	16000	20841666.6666667	20782142.8571429
480803	1	0	16500	20937500	20562500
480803	1	0	17000	20362500	20487500
480803	1	0	17500	20283333.3333333	20057142.8571429
480803	1	0	18000	19729166.6666667	20116071.4285714
480803	1	0	18500	20095833.3333333	19780357.1428571
480803	1	0	19000	20037500	19483928.5714286
480803	1	0	19500	19800000	18978571.4285714
480803	1	0	20000	19312500	18508928.5714286
723319	1	1	6412	18525000	17253571.4285714
723319	1	0	5000	15462500	15873214.2857143
723319	1	0	5500	15545833.3333333	16230357.1428571
723319	1	0	6000	17225000	16975000
723319	1	0	6500	18579166.6666667	17287500
723319	1	0	7000	19270833.3333333	17598214.2857143
723319	1	0	7500	19291666.6666667	17839285.7142857
723319	1	0	8000	20512500	18566071.4285714
723319	1	0	8500	21062500	19366071.4285714
723319	1	0	9000	21250000	19464285.7142857
723319	1	0	9500	21479166.6666667	20044642.8571429
723319	1	0	10000	21570833.3333333	20041071.4285714
723319	1	0	10500	21775000	20346428.5714286
723319	1	0	11000	22995833.3333333	20358928.5714286
723319	1	0	11500	22908333.3333333	20575000
723319	1	0	12000	22941666.6666667	20810714.2857143
723319	1	0	12500	22320833.3333333	20469642.8571429
723319	1	0	13000	22391666.6666667	20546428.5714286
723319	1	0	13500	21937500	20705357.1428571
723319	1	0	14000	21808333.3333333	20725000
723319	1	0	14500	21570833.3333333	20933928.5714286
723319	1	0	15000	21650000	20864285.7142857
723319	1	0	15500	21704166.6666667	20733928.5714286
723319	1	0	16000	21233333.3333333	20542857.1428571
723319	1	0	16500	20883333.3333333	20300000
723319	1	0	17000	20575000	20039285.7142857
723319	1	0	17500	20270833.3333333	19991071.4285714
723319	1	0	18000	20608333.3333333	19810714.2857143
723319	1	0	18500	20683333.3333333	19385714.2857143
723319	1	0	19000	20420833.3333333	19176785.7142857
723319	1	0	19500	19795833.3333333	19051785.7142857
723319	1	0	20000	19562500	18758928.5714286
314641	1	1	6412	18987500	17769642.8571429
314641	1	0	5000	16683333.3333333	15350000
314641	1	0	5500	18212500	16301785.7142857
314641	1	0	6000	18441666.6666667	17525000
314641	1	0	6500	19354166.6666667	17741071.4285714
314641	1	0	7000	19795833.3333333	18016071.4285714
314641	1	0	7500	20466666.6666667	18335714.2857143
314641	1	0	8000	20858333.3333333	19203571.4285714
314641	1	0	8500	21437500	19562500
314641	1	0	9000	21475000	19796428.5714286
314641	1	0	9500	21991666.6666667	20610714.2857143
314641	1	0	10000	22529166.6666667	20701785.7142857
314641	1	0	10500	22375000	20660714.2857143
314641	1	0	11000	22941666.6666667	20953571.4285714
314641	1	0	11500	22833333.3333333	21392857.1428571
314641	1	0	12000	22395833.3333333	21258928.5714286
314641	1	0	12500	23254166.6666667	21069642.8571429
314641	1	0	13000	23012500	20780357.1428571
314641	1	0	13500	22895833.3333333	20723214.2857143
314641	1	0	14000	22587500	20391071.4285714
314641	1	0	14500	22333333.3333333	20821428.5714286
314641	1	0	15000	22262500	20673214.2857143
314641	1	0	15500	21804166.6666667	20548214.2857143
314641	1	0	16000	21583333.3333333	20535714.2857143
314641	1	0	16500	21729166.6666667	20008928.5714286
314641	1	0	17000	21945833.3333333	20023214.2857143
314641	1	0	17500	21466666.6666667	19835714.2857143
314641	1	0	18000	21283333.3333333	19807142.8571429
314641	1	0	18500	21154166.6666667	19326785.7142857
314641	1	0	19000	20520833.3333333	19205357.1428571
314641	1	0	19500	20295833.3333333	18908928.5714286
314641	1	0	20000	19841666.6666667	18710714.2857143
791599	1	1	6412	19037500	17462500
791599	1	0	5000	15516666.6666667	15064285.7142857
791599	1	0	5500	16100000	16135714.2857143
791599	1	0	6000	18204166.6666667	16626785.7142857
791599	1	0	6500	19062500	17580357.1428571
791599	1	0	7000	18945833.3333333	17737500
791599	1	0	7500	19316666.6666667	18042857.1428571
791599	1	0	8000	20200000	18700000
791599	1	0	8500	20937500	18919642.8571429
791599	1	0	9000	21650000	19221428.5714286
791599	1	0	9500	21983333.3333333	19757142.8571429
791599	1	0	10000	21895833.3333333	19616071.4285714
791599	1	0	10500	21829166.6666667	20108928.5714286
791599	1	0	11000	22366666.6666667	20342857.1428571
791599	1	0	11500	22658333.3333333	20825000
791599	1	0	12000	22525000	20775000
791599	1	0	12500	23458333.3333333	21053571.4285714
791599	1	0	13000	23662500	20573214.2857143
791599	1	0	13500	23237500	20648214.2857143
791599	1	0	14000	23154166.6666667	20219642.8571429
791599	1	0	14500	22758333.3333333	20067857.1428571
791599	1	0	15000	22162500	20501785.7142857
791599	1	0	15500	21679166.6666667	20530357.1428571
791599	1	0	16000	21545833.3333333	20337500
791599	1	0	16500	21279166.6666667	20201785.7142857
791599	1	0	17000	21070833.3333333	19826785.7142857
791599	1	0	17500	21133333.3333333	19550000
791599	1	0	18000	20645833.3333333	19366071.4285714
791599	1	0	18500	20204166.6666667	19091071.4285714
791599	1	0	19000	19775000	18882142.8571429
791599	1	0	19500	19304166.6666667	18976785.7142857
791599	1	0	20000	19541666.6666667	18696428.5714286
937577	1	1	6412	17525000	16896428.5714286
937577	1	0	5000	15762500	15387500
937577	1	0	5500	16262500	15923214.2857143
937577	1	0	6000	17329166.6666667	16644642.8571429
937577	1	0	6500	17575000	17003571.4285714
937577	1	0	7000	18275000	17810714.2857143
937577	1	0	7500	19166666.6666667	18392857.1428571
937577	1	0	8000	20195833.3333333	18701785.7142857
937577	1	0	8500	20404166.6666667	19433928.5714286
937577	1	0	9000	21404166.6666667	19255357.1428571
937577	1	0	9500	21641666.6666667	19617857.1428571
937577	1	0	10000	22187500	19776785.7142857
937577	1	0	10500	22754166.6666667	20212500
937577	1	0	11000	23283333.3333333	20592857.1428571
937577	1	0	11500	23820833.3333333	20826785.7142857
937577	1	0	12000	24066666.6666667	20614285.7142857
937577	1	0	12500	23550000	20800000
937577	1	0	13000	23133333.3333333	20514285.7142857
937577	1	0	13500	22825000	20610714.2857143
937577	1	0	14000	22729166.6666667	20616071.4285714
937577	1	0	14500	22570833.3333333	20648214.2857143
937577	1	0	15000	22033333.3333333	20628571.4285714
937577	1	0	15500	21933333.3333333	20778571.4285714
937577	1	0	16000	21945833.3333333	20594642.8571429
937577	1	0	16500	21658333.3333333	20682142.8571429
937577	1	0	17000	21420833.3333333	20605357.1428571
937577	1	0	17500	21020833.3333333	20098214.2857143
937577	1	0	18000	20554166.6666667	19691071.4285714
937577	1	0	18500	20604166.6666667	19419642.8571429
937577	1	0	19000	20470833.3333333	19155357.1428571
937577	1	0	19500	20225000	18725000
937577	1	0	20000	19633333.3333333	18514285.7142857
685649	1	1	6412	18579166.6666667	17730357.1428571
685649	1	0	5000	16420833.3333333	15105357.1428571
685649	1	0	5500	16495833.3333333	16180357.1428571
685649	1	0	6000	17912500	17108928.5714286
685649	1	0	6500	18791666.6666667	17910714.2857143
685649	1	0	7000	19375000	18410714.2857143
685649	1	0	7500	19575000	18646428.5714286
685649	1	0	8000	20279166.6666667	18666071.4285714
685649	1	0	8500	21104166.6666667	19133928.5714286
685649	1	0	9000	21841666.6666667	19353571.4285714
685649	1	0	9500	22200000	19664285.7142857
685649	1	0	10000	22416666.6666667	20178571.4285714
685649	1	0	10500	22695833.3333333	20808928.5714286
685649	1	0	11000	23237500	21183928.5714286
685649	1	0	11500	23762500	21423214.2857143
685649	1	0	12000	23670833.3333333	21498214.2857143
685649	1	0	12500	23550000	21585714.2857143
685649	1	0	13000	23420833.3333333	21819642.8571429
685649	1	0	13500	23287500	21555357.1428571
685649	1	0	14000	22966666.6666667	21442857.1428571
685649	1	0	14500	22537500	21448214.2857143
685649	1	0	15000	22383333.3333333	21050000
685649	1	0	15500	22275000	20917857.1428571
685649	1	0	16000	22145833.3333333	20651785.7142857
685649	1	0	16500	22041666.6666667	20517857.1428571
685649	1	0	17000	21920833.3333333	20319642.8571429
685649	1	0	17500	21554166.6666667	20226785.7142857
685649	1	0	18000	21283333.3333333	20021428.5714286
685649	1	0	18500	20787500	19912500
685649	1	0	19000	20562500	19473214.2857143
685649	1	0	19500	20025000	19096428.5714286
685649	1	0	20000	19716666.6666667	18692857.1428571
619363	1	1	6412	18150000	18628571.4285714
619363	1	0	5000	16445833.3333333	16166071.4285714
619363	1	0	5500	17633333.3333333	17121428.5714286
619363	1	0	6000	17341666.6666667	17782142.8571429
619363	1	0	6500	18687500	18598214.2857143
619363	1	0	7000	19800000	18942857.1428571
619363	1	0	7500	20204166.6666667	19448214.2857143
619363	1	0	8000	20962500	19587500
619363	1	0	8500	21791666.6666667	19767857.1428571
619363	1	0	9000	21900000	20400000
619363	1	0	9500	22341666.6666667	20603571.4285714
619363	1	0	10000	22391666.6666667	20689285.7142857
619363	1	0	10500	22620833.3333333	20841071.4285714
619363	1	0	11000	22641666.6666667	21082142.8571429
619363	1	0	11500	22700000	21021428.5714286
619363	1	0	12000	22570833.3333333	21255357.1428571
619363	1	0	12500	22879166.6666667	21087500
619363	1	0	13000	22787500	21305357.1428571
619363	1	0	13500	23041666.6666667	21160714.2857143
619363	1	0	14000	22404166.6666667	21112500
619363	1	0	14500	22483333.3333333	21042857.1428571
619363	1	0	15000	22033333.3333333	21200000
619363	1	0	15500	22083333.3333333	21142857.1428571
619363	1	0	16000	21795833.3333333	21087500
619363	1	0	16500	21354166.6666667	20883928.5714286
619363	1	0	17000	21779166.6666667	20666071.4285714
619363	1	0	17500	21475000	20403571.4285714
619363	1	0	18000	20983333.3333333	20078571.4285714
619363	1	0	18500	20587500	19855357.1428571
619363	1	0	19000	20091666.6666667	19460714.2857143
619363	1	0	19500	19995833.3333333	18966071.4285714
619363	1	0	20000	19504166.6666667	18855357.1428571
390539	1	1	6412	18725000	17525000
390539	1	0	5000	17575000	14825000
390539	1	0	5500	17620833.3333333	16626785.7142857
390539	1	0	6000	17687500	17276785.7142857
390539	1	0	6500	18791666.6666667	17625000
390539	1	0	7000	18808333.3333333	18296428.5714286
390539	1	0	7500	20212500	18730357.1428571
390539	1	0	8000	20875000	19125000
390539	1	0	8500	21287500	19483928.5714286
390539	1	0	9000	22262500	19530357.1428571
390539	1	0	9500	22479166.6666667	19973214.2857143
390539	1	0	10000	22679166.6666667	19994642.8571429
390539	1	0	10500	23233333.3333333	20078571.4285714
390539	1	0	11000	22916666.6666667	20607142.8571429
390539	1	0	11500	2.3e+07	21107142.8571429
390539	1	0	12000	23195833.3333333	21916071.4285714
390539	1	0	12500	23125000	21910714.2857143
390539	1	0	13000	22675000	21853571.4285714
390539	1	0	13500	22600000	22135714.2857143
390539	1	0	14000	22266666.6666667	22028571.4285714
390539	1	0	14500	22283333.3333333	21771428.5714286
390539	1	0	15000	22016666.6666667	21635714.2857143
390539	1	0	15500	21858333.3333333	21453571.4285714
390539	1	0	16000	21733333.3333333	20971428.5714286
390539	1	0	16500	21087500	20641071.4285714
390539	1	0	17000	20679166.6666667	20637500
390539	1	0	17500	20704166.6666667	20233928.5714286
390539	1	0	18000	20425000	19960714.2857143
390539	1	0	18500	20212500	19801785.7142857
390539	1	0	19000	20137500	19512500
390539	1	0	19500	19737500	19076785.7142857
390539	1	0	20000	19254166.6666667	18891071.4285714
465887	1	1	6412	18029166.6666667	16966071.4285714
