semilla	subsamping	oficial	meseta	ganancia_Public	ganancia_Private
205151	1	0	10000	24495833.3333333	21858928.5714286
205151	1	0	10500	24412500	21858928.5714286
205151	1	0	11000	23858333.3333333	21703571.4285714
205151	1	0	11500	23729166.6666667	21723214.2857143
205151	1	0	12000	23308333.3333333	21725000
205151	1	0	12500	23383333.3333333	22157142.8571429
205151	1	0	13000	23379166.6666667	22194642.8571429
205151	1	0	13500	23012500	22173214.2857143
205151	1	0	14000	22579166.6666667	21966071.4285714
205151	1	0	14500	23125000	21839285.7142857
205151	1	0	15000	22975000	21510714.2857143
205151	1	0	15500	22729166.6666667	21294642.8571429
205151	1	0	16000	22575000	20967857.1428571
205151	1	0	16500	22416666.6666667	21285714.2857143
205151	1	0	17000	22366666.6666667	21128571.4285714
205151	1	0	17500	21912500	21144642.8571429
205151	1	0	18000	21462500	20801785.7142857
205151	1	0	18500	21487500	20255357.1428571
205151	1	0	19000	20841666.6666667	19853571.4285714
205151	1	0	19500	20695833.3333333	19666071.4285714
205151	1	0	20000	20104166.6666667	19312500
813697	1	1	11084	22679166.6666667	22058928.5714286
813697	1	0	5000	16404166.6666667	15755357.1428571
813697	1	0	5500	17475000	16403571.4285714
813697	1	0	6000	18370833.3333333	16698214.2857143
813697	1	0	6500	19179166.6666667	17030357.1428571
813697	1	0	7000	19445833.3333333	17880357.1428571
813697	1	0	7500	20191666.6666667	19167857.1428571
813697	1	0	8000	20762500	19816071.4285714
813697	1	0	8500	21329166.6666667	20608928.5714286
813697	1	0	9000	21545833.3333333	20908928.5714286
813697	1	0	9500	21604166.6666667	21133928.5714286
813697	1	0	10000	22887500	21262500
813697	1	0	10500	22816666.6666667	21614285.7142857
813697	1	0	11000	22629166.6666667	22016071.4285714
813697	1	0	11500	22654166.6666667	21969642.8571429
813697	1	0	12000	23029166.6666667	22201785.7142857
813697	1	0	12500	23041666.6666667	21946428.5714286
813697	1	0	13000	23479166.6666667	21651785.7142857
813697	1	0	13500	23983333.3333333	21471428.5714286
813697	1	0	14000	23820833.3333333	21505357.1428571
813697	1	0	14500	24004166.6666667	21676785.7142857
813697	1	0	15000	23495833.3333333	21573214.2857143
813697	1	0	15500	23583333.3333333	21857142.8571429
813697	1	0	16000	23300000	21942857.1428571
813697	1	0	16500	22608333.3333333	21989285.7142857
813697	1	0	17000	22241666.6666667	21825000
813697	1	0	17500	21775000	21632142.8571429
813697	1	0	18000	21325000	21289285.7142857
813697	1	0	18500	20966666.6666667	21050000
813697	1	0	19000	20854166.6666667	20848214.2857143
813697	1	0	19500	20408333.3333333	20575000
813697	1	0	20000	20054166.6666667	20119642.8571429
344719	1	1	11084	24629166.6666667	21580357.1428571
344719	1	0	5000	18795833.3333333	15373214.2857143
344719	1	0	5500	19391666.6666667	16225000
344719	1	0	6000	20191666.6666667	16846428.5714286
344719	1	0	6500	21295833.3333333	17194642.8571429
344719	1	0	7000	21504166.6666667	17712500
344719	1	0	7500	22208333.3333333	18303571.4285714
344719	1	0	8000	22612500	19166071.4285714
344719	1	0	8500	22983333.3333333	19828571.4285714
344719	1	0	9000	23070833.3333333	20255357.1428571
344719	1	0	9500	24604166.6666667	20848214.2857143
344719	1	0	10000	24616666.6666667	21092857.1428571
344719	1	0	10500	24487500	21469642.8571429
344719	1	0	11000	24566666.6666667	21614285.7142857
344719	1	0	11500	24591666.6666667	21853571.4285714
344719	1	0	12000	24795833.3333333	22016071.4285714
344719	1	0	12500	24812500	21973214.2857143
344719	1	0	13000	24283333.3333333	22021428.5714286
344719	1	0	13500	24108333.3333333	21703571.4285714
344719	1	0	14000	23575000	21610714.2857143
344719	1	0	14500	22950000	21842857.1428571
344719	1	0	15000	23104166.6666667	21812500
344719	1	0	15500	22979166.6666667	21830357.1428571
344719	1	0	16000	22516666.6666667	21707142.8571429
344719	1	0	16500	22412500	21358928.5714286
344719	1	0	17000	22333333.3333333	21285714.2857143
344719	1	0	17500	22204166.6666667	21233928.5714286
344719	1	0	18000	21604166.6666667	20741071.4285714
344719	1	0	18500	21300000	20550000
344719	1	0	19000	20841666.6666667	20210714.2857143
344719	1	0	19500	20729166.6666667	19937500
344719	1	0	20000	20291666.6666667	19589285.7142857
127217	1	1	11084	23862500	22266071.4285714
127217	1	0	5000	17470833.3333333	16655357.1428571
127217	1	0	5500	18637500	17405357.1428571
127217	1	0	6000	19704166.6666667	18841071.4285714
127217	1	0	6500	20487500	19398214.2857143
127217	1	0	7000	21054166.6666667	19762500
127217	1	0	7500	21441666.6666667	19775000
127217	1	0	8000	23020833.3333333	20348214.2857143
127217	1	0	8500	22925000	21282142.8571429
127217	1	0	9000	23508333.3333333	21282142.8571429
127217	1	0	9500	23991666.6666667	21467857.1428571
127217	1	0	10000	24212500	21694642.8571429
127217	1	0	10500	24133333.3333333	22192857.1428571
127217	1	0	11000	23995833.3333333	22287500
127217	1	0	11500	23662500	22108928.5714286
127217	1	0	12000	23970833.3333333	22298214.2857143
127217	1	0	12500	23979166.6666667	22401785.7142857
127217	1	0	13000	23625000	22732142.8571429
127217	1	0	13500	23775000	23060714.2857143
127217	1	0	14000	23808333.3333333	22867857.1428571
127217	1	0	14500	23479166.6666667	22901785.7142857
127217	1	0	15000	23016666.6666667	22778571.4285714
127217	1	0	15500	22862500	22523214.2857143
127217	1	0	16000	22725000	22332142.8571429
127217	1	0	16500	22458333.3333333	22196428.5714286
127217	1	0	17000	22145833.3333333	22008928.5714286
127217	1	0	17500	21879166.6666667	21658928.5714286
127217	1	0	18000	21441666.6666667	21525000
127217	1	0	18500	20929166.6666667	21137500
127217	1	0	19000	20629166.6666667	21087500
127217	1	0	19500	20650000	20685714.2857143
127217	1	0	20000	20154166.6666667	20576785.7142857
464371	1	1	11084	23912500	21458928.5714286
464371	1	0	5000	17154166.6666667	15005357.1428571
464371	1	0	5500	18575000	15789285.7142857
464371	1	0	6000	19358333.3333333	16203571.4285714
464371	1	0	6500	20416666.6666667	17142857.1428571
464371	1	0	7000	20641666.6666667	18296428.5714286
464371	1	0	7500	21141666.6666667	18689285.7142857
464371	1	0	8000	21937500	19026785.7142857
464371	1	0	8500	22420833.3333333	19855357.1428571
464371	1	0	9000	23204166.6666667	20412500
464371	1	0	9500	23758333.3333333	20996428.5714286
464371	1	0	10000	24270833.3333333	21241071.4285714
464371	1	0	10500	24104166.6666667	21491071.4285714
464371	1	0	11000	2.4e+07	21428571.4285714
464371	1	0	11500	24291666.6666667	21839285.7142857
464371	1	0	12000	23987500	21862500
464371	1	0	12500	23695833.3333333	22451785.7142857
464371	1	0	13000	23633333.3333333	22585714.2857143
464371	1	0	13500	23512500	22387500
464371	1	0	14000	23570833.3333333	22112500
464371	1	0	14500	23279166.6666667	22273214.2857143
464371	1	0	15000	22650000	22007142.8571429
464371	1	0	15500	22183333.3333333	21885714.2857143
464371	1	0	16000	22075000	21539285.7142857
464371	1	0	16500	22050000	21514285.7142857
464371	1	0	17000	22250000	21392857.1428571
464371	1	0	17500	22308333.3333333	21475000
464371	1	0	18000	22337500	21141071.4285714
464371	1	0	18500	21850000	20600000
464371	1	0	19000	21233333.3333333	20328571.4285714
464371	1	0	19500	20770833.3333333	19991071.4285714
464371	1	0	20000	20308333.3333333	19582142.8571429
645137	1	1	11084	22883333.3333333	21042857.1428571
645137	1	0	5000	18216666.6666667	16050000
645137	1	0	5500	18337500	16391071.4285714
645137	1	0	6000	19520833.3333333	16776785.7142857
645137	1	0	6500	20083333.3333333	16928571.4285714
645137	1	0	7000	20604166.6666667	17312500
645137	1	0	7500	21858333.3333333	18167857.1428571
645137	1	0	8000	21612500	18880357.1428571
645137	1	0	8500	21800000	19692857.1428571
645137	1	0	9000	22095833.3333333	20030357.1428571
645137	1	0	9500	22304166.6666667	20476785.7142857
645137	1	0	10000	22341666.6666667	20782142.8571429
645137	1	0	10500	22762500	21066071.4285714
645137	1	0	11000	22812500	21080357.1428571
645137	1	0	11500	22975000	21332142.8571429
645137	1	0	12000	23045833.3333333	21266071.4285714
645137	1	0	12500	23083333.3333333	21285714.2857143
645137	1	0	13000	23658333.3333333	21717857.1428571
645137	1	0	13500	23200000	22021428.5714286
645137	1	0	14000	22641666.6666667	21653571.4285714
645137	1	0	14500	22387500	21726785.7142857
645137	1	0	15000	22250000	21678571.4285714
645137	1	0	15500	22095833.3333333	21780357.1428571
645137	1	0	16000	21716666.6666667	21764285.7142857
645137	1	0	16500	21475000	21332142.8571429
645137	1	0	17000	21645833.3333333	21294642.8571429
645137	1	0	17500	21558333.3333333	21010714.2857143
645137	1	0	18000	21229166.6666667	20830357.1428571
645137	1	0	18500	21416666.6666667	20714285.7142857
645137	1	0	19000	20833333.3333333	20285714.2857143
645137	1	0	19500	20316666.6666667	20042857.1428571
645137	1	0	20000	19695833.3333333	19701785.7142857
480803	1	1	11084	24179166.6666667	21487500
480803	1	0	5000	19175000	16639285.7142857
480803	1	0	5500	19433333.3333333	17207142.8571429
480803	1	0	6000	20520833.3333333	17919642.8571429
480803	1	0	6500	21600000	18492857.1428571
480803	1	0	7000	21629166.6666667	19087500
480803	1	0	7500	21816666.6666667	19400000
480803	1	0	8000	22195833.3333333	20558928.5714286
480803	1	0	8500	22700000	20521428.5714286
480803	1	0	9000	22787500	20662500
480803	1	0	9500	23512500	20958928.5714286
480803	1	0	10000	23400000	20971428.5714286
480803	1	0	10500	23562500	21151785.7142857
480803	1	0	11000	24120833.3333333	21376785.7142857
480803	1	0	11500	24325000	22253571.4285714
480803	1	0	12000	24475000	22225000
480803	1	0	12500	24404166.6666667	22648214.2857143
480803	1	0	13000	23950000	22450000
480803	1	0	13500	23800000	22621428.5714286
480803	1	0	14000	23970833.3333333	22512500
480803	1	0	14500	23666666.6666667	22178571.4285714
480803	1	0	15000	23358333.3333333	22203571.4285714
480803	1	0	15500	23241666.6666667	22003571.4285714
480803	1	0	16000	22954166.6666667	21733928.5714286
480803	1	0	16500	22866666.6666667	22021428.5714286
480803	1	0	17000	22700000	21628571.4285714
480803	1	0	17500	22070833.3333333	21219642.8571429
480803	1	0	18000	21666666.6666667	2.1e+07
480803	1	0	18500	21404166.6666667	20433928.5714286
480803	1	0	19000	21266666.6666667	20028571.4285714
480803	1	0	19500	20737500	19576785.7142857
480803	1	0	20000	20183333.3333333	19207142.8571429
723319	1	1	11084	22625000	20939285.7142857
723319	1	0	5000	17112500	16308928.5714286
723319	1	0	5500	18775000	16989285.7142857
723319	1	0	6000	19266666.6666667	17671428.5714286
723319	1	0	6500	19500000	18607142.8571429
723319	1	0	7000	20766666.6666667	18742857.1428571
723319	1	0	7500	2.1e+07	19178571.4285714
723319	1	0	8000	21729166.6666667	19473214.2857143
723319	1	0	8500	22470833.3333333	19691071.4285714
723319	1	0	9000	22820833.3333333	19505357.1428571
723319	1	0	9500	23195833.3333333	19737500
723319	1	0	10000	23541666.6666667	20267857.1428571
723319	1	0	10500	23087500	20426785.7142857
723319	1	0	11000	22591666.6666667	20889285.7142857
723319	1	0	11500	22766666.6666667	21278571.4285714
723319	1	0	12000	22583333.3333333	21107142.8571429
723319	1	0	12500	22658333.3333333	21396428.5714286
723319	1	0	13000	23091666.6666667	21603571.4285714
723319	1	0	13500	23150000	21685714.2857143
723319	1	0	14000	22804166.6666667	21583928.5714286
723319	1	0	14500	22508333.3333333	21460714.2857143
723319	1	0	15000	22533333.3333333	21271428.5714286
723319	1	0	15500	21891666.6666667	21225000
723319	1	0	16000	21887500	21048214.2857143
723319	1	0	16500	21550000	21014285.7142857
723319	1	0	17000	21450000	20735714.2857143
723319	1	0	17500	21350000	20600000
723319	1	0	18000	20891666.6666667	20689285.7142857
723319	1	0	18500	20470833.3333333	20691071.4285714
723319	1	0	19000	20116666.6666667	20378571.4285714
723319	1	0	19500	19458333.3333333	19910714.2857143
723319	1	0	20000	19645833.3333333	19651785.7142857
314641	1	1	11084	24395833.3333333	21394642.8571429
314641	1	0	5000	18395833.3333333	15830357.1428571
314641	1	0	5500	18783333.3333333	16914285.7142857
314641	1	0	6000	19829166.6666667	17358928.5714286
314641	1	0	6500	21200000	17664285.7142857
314641	1	0	7000	22104166.6666667	18241071.4285714
314641	1	0	7500	22975000	18617857.1428571
314641	1	0	8000	23562500	19044642.8571429
314641	1	0	8500	23679166.6666667	19601785.7142857
314641	1	0	9000	23550000	19478571.4285714
314641	1	0	9500	24200000	20021428.5714286
314641	1	0	10000	24275000	20382142.8571429
314641	1	0	10500	24454166.6666667	20983928.5714286
314641	1	0	11000	24500000	21285714.2857143
314641	1	0	11500	24425000	21496428.5714286
314641	1	0	12000	24275000	21739285.7142857
314641	1	0	12500	24308333.3333333	21760714.2857143
314641	1	0	13000	24120833.3333333	21805357.1428571
314641	1	0	13500	24187500	21526785.7142857
314641	1	0	14000	24266666.6666667	21671428.5714286
314641	1	0	14500	23600000	21421428.5714286
314641	1	0	15000	23070833.3333333	21398214.2857143
314641	1	0	15500	22954166.6666667	21198214.2857143
314641	1	0	16000	22954166.6666667	21305357.1428571
314641	1	0	16500	22516666.6666667	20885714.2857143
314641	1	0	17000	21975000	20867857.1428571
314641	1	0	17500	21445833.3333333	20916071.4285714
314641	1	0	18000	21025000	20489285.7142857
314641	1	0	18500	20558333.3333333	20439285.7142857
314641	1	0	19000	20295833.3333333	20087500
314641	1	0	19500	19958333.3333333	19910714.2857143
314641	1	0	20000	19483333.3333333	19507142.8571429
791599	1	1	11084	24345833.3333333	21844642.8571429
791599	1	0	5000	18937500	16741071.4285714
791599	1	0	5500	19337500	17462500
791599	1	0	6000	19725000	17475000
791599	1	0	6500	20716666.6666667	18514285.7142857
791599	1	0	7000	21425000	19032142.8571429
791599	1	0	7500	22008333.3333333	19817857.1428571
791599	1	0	8000	22058333.3333333	20546428.5714286
791599	1	0	8500	22758333.3333333	20996428.5714286
791599	1	0	9000	23987500	20791071.4285714
791599	1	0	9500	23929166.6666667	21066071.4285714
791599	1	0	10000	24020833.3333333	21848214.2857143
791599	1	0	10500	24229166.6666667	21651785.7142857
791599	1	0	11000	24316666.6666667	21792857.1428571
791599	1	0	11500	23937500	21705357.1428571
791599	1	0	12000	23741666.6666667	21896428.5714286
791599	1	0	12500	23154166.6666667	21826785.7142857
791599	1	0	13000	23033333.3333333	21557142.8571429
791599	1	0	13500	22812500	21830357.1428571
791599	1	0	14000	22870833.3333333	21769642.8571429
791599	1	0	14500	22737500	22076785.7142857
791599	1	0	15000	22766666.6666667	22100000
791599	1	0	15500	22266666.6666667	21921428.5714286
791599	1	0	16000	21908333.3333333	21753571.4285714
791599	1	0	16500	21633333.3333333	21478571.4285714
791599	1	0	17000	21129166.6666667	21516071.4285714
791599	1	0	17500	21129166.6666667	21408928.5714286
791599	1	0	18000	21133333.3333333	20942857.1428571
791599	1	0	18500	21345833.3333333	20887500
791599	1	0	19000	20845833.3333333	20637500
791599	1	0	19500	21091666.6666667	20353571.4285714
791599	1	0	20000	20829166.6666667	20001785.7142857
937577	1	1	11084	24166666.6666667	20992857.1428571
937577	1	0	5000	18729166.6666667	15044642.8571429
937577	1	0	5500	19645833.3333333	16116071.4285714
937577	1	0	6000	20150000	16507142.8571429
937577	1	0	6500	20491666.6666667	16896428.5714286
937577	1	0	7000	20937500	17526785.7142857
937577	1	0	7500	21520833.3333333	18241071.4285714
937577	1	0	8000	22054166.6666667	18762500
937577	1	0	8500	22450000	19200000
937577	1	0	9000	22833333.3333333	19500000
937577	1	0	9500	23558333.3333333	20082142.8571429
937577	1	0	10000	24258333.3333333	20675000
937577	1	0	10500	24320833.3333333	20683928.5714286
937577	1	0	11000	24262500	21030357.1428571
937577	1	0	11500	24162500	21180357.1428571
937577	1	0	12000	24045833.3333333	21623214.2857143
937577	1	0	12500	23879166.6666667	22016071.4285714
937577	1	0	13000	23733333.3333333	21971428.5714286
937577	1	0	13500	23445833.3333333	22273214.2857143
937577	1	0	14000	23266666.6666667	22028571.4285714
937577	1	0	14500	23116666.6666667	22557142.8571429
937577	1	0	15000	22766666.6666667	22528571.4285714
937577	1	0	15500	22145833.3333333	22544642.8571429
937577	1	0	16000	21816666.6666667	22292857.1428571
937577	1	0	16500	21533333.3333333	21878571.4285714
937577	1	0	17000	21066666.6666667	21614285.7142857
937577	1	0	17500	21450000	21414285.7142857
937577	1	0	18000	21337500	21141071.4285714
937577	1	0	18500	21408333.3333333	20789285.7142857
937577	1	0	19000	20766666.6666667	20528571.4285714
937577	1	0	19500	20179166.6666667	19958928.5714286
937577	1	0	20000	19833333.3333333	19714285.7142857
685649	1	1	11084	22695833.3333333	21980357.1428571
685649	1	0	5000	18254166.6666667	15819642.8571429
685649	1	0	5500	18662500	16823214.2857143
685649	1	0	6000	19412500	17394642.8571429
685649	1	0	6500	19712500	18230357.1428571
685649	1	0	7000	19916666.6666667	19250000
685649	1	0	7500	20287500	19698214.2857143
685649	1	0	8000	20812500	20294642.8571429
685649	1	0	8500	22058333.3333333	20439285.7142857
685649	1	0	9000	21858333.3333333	20560714.2857143
685649	1	0	9500	22225000	21367857.1428571
685649	1	0	10000	22654166.6666667	21005357.1428571
685649	1	0	10500	23195833.3333333	21523214.2857143
685649	1	0	11000	22629166.6666667	21944642.8571429
685649	1	0	11500	22879166.6666667	22016071.4285714
685649	1	0	12000	23162500	22144642.8571429
685649	1	0	12500	23829166.6666667	22323214.2857143
685649	1	0	13000	23741666.6666667	22325000
685649	1	0	13500	23929166.6666667	21994642.8571429
685649	1	0	14000	23975000	22010714.2857143
685649	1	0	14500	23733333.3333333	21792857.1428571
685649	1	0	15000	23083333.3333333	21678571.4285714
685649	1	0	15500	22587500	21641071.4285714
685649	1	0	16000	22620833.3333333	21448214.2857143
685649	1	0	16500	22320833.3333333	21255357.1428571
685649	1	0	17000	22191666.6666667	20989285.7142857
685649	1	0	17500	21845833.3333333	20958928.5714286
685649	1	0	18000	21179166.6666667	20708928.5714286
685649	1	0	18500	20866666.6666667	20664285.7142857
685649	1	0	19000	20362500	20344642.8571429
685649	1	0	19500	19887500	20012500
685649	1	0	20000	19812500	19651785.7142857
619363	1	1	11084	23770833.3333333	21591071.4285714
619363	1	0	5000	17875000	14553571.4285714
619363	1	0	5500	18908333.3333333	15360714.2857143
619363	1	0	6000	19466666.6666667	16157142.8571429
619363	1	0	6500	20545833.3333333	17516071.4285714
619363	1	0	7000	21291666.6666667	18660714.2857143
619363	1	0	7500	22345833.3333333	18601785.7142857
619363	1	0	8000	23091666.6666667	19532142.8571429
619363	1	0	8500	23625000	19982142.8571429
619363	1	0	9000	23654166.6666667	20719642.8571429
619363	1	0	9500	24033333.3333333	20664285.7142857
619363	1	0	10000	24083333.3333333	20964285.7142857
619363	1	0	10500	23641666.6666667	21189285.7142857
619363	1	0	11000	23687500	21633928.5714286
619363	1	0	11500	23445833.3333333	21416071.4285714
619363	1	0	12000	23387500	21691071.4285714
619363	1	0	12500	23466666.6666667	21621428.5714286
619363	1	0	13000	23654166.6666667	21505357.1428571
619363	1	0	13500	23495833.3333333	21537500
619363	1	0	14000	22904166.6666667	21398214.2857143
619363	1	0	14500	22870833.3333333	21376785.7142857
619363	1	0	15000	22208333.3333333	20982142.8571429
619363	1	0	15500	21800000	20835714.2857143
619363	1	0	16000	21350000	20850000
619363	1	0	16500	21225000	20653571.4285714
619363	1	0	17000	21441666.6666667	20810714.2857143
619363	1	0	17500	21395833.3333333	20437500
619363	1	0	18000	21045833.3333333	20266071.4285714
619363	1	0	18500	21091666.6666667	19853571.4285714
619363	1	0	19000	20812500	19866071.4285714
619363	1	0	19500	20433333.3333333	19635714.2857143
619363	1	0	20000	19887500	19191071.4285714
390539	1	1	11084	22879166.6666667	20830357.1428571
390539	1	0	5000	17420833.3333333	15676785.7142857
390539	1	0	5500	18966666.6666667	16621428.5714286
390539	1	0	6000	19437500	17741071.4285714
390539	1	0	6500	19983333.3333333	18257142.8571429
390539	1	0	7000	20579166.6666667	18537500
390539	1	0	7500	21537500	18948214.2857143
390539	1	0	8000	22091666.6666667	19389285.7142857
390539	1	0	8500	22100000	19707142.8571429
390539	1	0	9000	22675000	20425000
390539	1	0	9500	22654166.6666667	20469642.8571429
390539	1	0	10000	23012500	20708928.5714286
390539	1	0	10500	23225000	20867857.1428571
390539	1	0	11000	22962500	20873214.2857143
390539	1	0	11500	22754166.6666667	21069642.8571429
390539	1	0	12000	22729166.6666667	21473214.2857143
390539	1	0	12500	22445833.3333333	21773214.2857143
390539	1	0	13000	22316666.6666667	22078571.4285714
390539	1	0	13500	22400000	22007142.8571429
390539	1	0	14000	22766666.6666667	22028571.4285714
390539	1	0	14500	23008333.3333333	22103571.4285714
390539	1	0	15000	22850000	22135714.2857143
390539	1	0	15500	23045833.3333333	22087500
390539	1	0	16000	22762500	21887500
390539	1	0	16500	22287500	21769642.8571429
390539	1	0	17000	22279166.6666667	21308928.5714286
390539	1	0	17500	21925000	21067857.1428571
390539	1	0	18000	21545833.3333333	20837500
390539	1	0	18500	21437500	20562500
390539	1	0	19000	21029166.6666667	20273214.2857143
